Id,English,Hindi
15878,Ring pull,रिंग-पुल
15879,Ring road,सहायक गोलाकार सड़क
15880,Ringside,रिंग साइड
15881,Ringtoss,हूपला
15882,Ring up,लिखना
15883,Ringworm,दाद
15884,Rinse,"बाल रंगने वाला रंग, धुलाई, बिना साबुन के धुलाई, धोना, साफ करना"
15885,Rinse off,धोना
15886,Rinse out,साफ करना
15887,Riot gear,बल्बा-रक्षित उपकरण
15888,Riot,"ज़बर्दस्त मज़ाक, मनोरंजक वस्तु, विनोदी व्यक्ति, भव्य प्रदर्शन, दंगा"
15889,Riot police,बल्बा-रक्षित प्रशिक्षित सिपाही
15890,Ripe,"पका, पका, पुराना"
15891,Rip,"अशांत जल-क्षेत्र, चीरा, फ़ाड़ना, चीर, फटना"
15892,Rip off,डकैती
15893,Rip off,"लूट लेना, ठग लेना, चुराना, उतार्ना, हटाना, ठगाना"
15894,Rip out,साफ करना
15895,Ripple,"तरंगित करना, ऊर्मिका, छोटी लहर, लहर जैसी वस्तु, तरंग, तरंगित होना"
15896,Rip roaring,"बहुत बड़ा, कोलाहलपूर्ण"
15897,Rip up,फाड़ना
15898,Rise above,उपर उठना
15899,Rise against,के प्रति विद्रोह करना
15900,Rise,"बढना, उपर उठना, उत्थान, बढोत्तरी, चढ़ाव, चढ़ाई, फूलना, खड़ा होना, निकलना, विद्रोह करना, जी उठना, विद्रोह करना, पदोन्नति करना, उत्थान, उत्थान, पुनर्जीवित होना, बढोत्तरी, बढना, वेतनवृध्दि, तेजी से बढना, पहाड़ी, पहाड़ी, उपर उठना, उठना, उपर उठना, तरक्क़ी करकर बनना, उपर उठना, समाप्त होना, शर्म से लाल होना, निकलना, भंग होना, तेजी से बहना, दिखाई देना, उँची होना, तेज़ होना, अधिक प्रसन्न होना, उगना"
15901,Riser,"खड़ पट्ट, उठने वाला व्यक्ति, खड़ा पाइप"
15902,Riser main,खड़ा पाइप
15903,Riser pipe,खड़ा पाइप
15904,Riser pipeline,खड़ा पाइप
